中国	China
蒸湘区	Zhengxiang District
南岳区	Nanyue District
衡阳县	Hengyang County
衡南县	Hengnan County
衡山县	Heng Mountain County
衡东县	Hengdong County
祁东县	Qidong County
耒阳市	The city of Leiyang
常宁市	Changning City
邵阳	Shaoyang
双清区	Shuangqing District
大祥区	Daxiang District
北塔区	Beita District
邵东县	Shaodong County
新邵县	Xinshao County
邵阳县	Shao Yangxian
隆回县	Longhui County
洞口县	Dongkou County
绥宁县	Suining County
新宁县	Xinning County
城步苗族自治县	Chengbu Miao Nationality Autonomous County
武冈市	The city of Wugang
岳阳	Yueyang
岳阳楼区	Yueyang Tower District
云溪区	Yunxi District
君山区	Junshan District
岳阳县	Yueyang County
华容县	Huarong County
湘阴县	Xiangyin County
平江县	Pingjiang County
汨罗市	The city of Miluo
临湘市	The city of Linxiang
常德	Changde
武陵区	Wuling District
鼎城区	Dingcheng District
安乡县	Anxiang County
汉寿县	Hanshou County
澧　县	Lixian
临澧县	Linli County
桃源县	Taoyuan County
石门县	Shimenn County
津市市	Tianjin city
张家界	Zhangjiajie
永定区	Yongding District
武陵源区	Wulingyuan District
慈利县	Cili County
桑植县	Sangzhi County
益阳	Yiyang
资阳区	Ziyang District
赫山区	Heshan District
南　县	Nanxian
桃江县	Taojiang County
安化县	Anhua County
沅江市	The city of Yuanjiang
郴州	Chenzhou
北湖区	Beihu District
苏仙区	Suxian District
桂阳县	Guiyang County
宜章县	Yizhang County
永兴县	Yongxing County
嘉禾县	Jiahe County
临武县	Linwu County
汝城县	Rucheng County
桂东县	Guidong County
安仁县	Anren County
资兴市	Zixing City
永州	Yongzhou
零陵区	Lingling District
冷水滩区	Lengshuitan District
祁阳县	Qiyang County
东安县	Dongan County
双牌县	Shuangpai County
道　县	Daoxian County
江永县	Jiangyong County
宁远县	Ningyuan County
蓝山县	Lanshan County
新田县	Xintian County
江华瑶族自治县	Jiang Hua Yao Autonomous County
怀化	Huaihua
鹤城区	Hecheng District
中方县	China County
沅陵县	Yuanling County
辰溪县	Chenxi County
溆浦县	Xupu County
会同县	Huitong County
麻阳苗族自治县	Mayang Miao Autonomous County
新晃侗族自治县	Xinhuang Dong Autonomous County
芷江侗族自治县	Zhi River Dong Autonomous County
靖州苗族侗族自治县	Miao and Dong Autonomous County
通道侗族自治县	Tongdao Dong Autonomous County
洪江市	Hongjiang City
娄底	Loudi
娄星区	Louxing District
双峰县	Shuangfeng County
新化县	Xinhua County
冷水江市	The city of Lengshuijiang
涟源市	The city of Lianyuan
湘西	Xiangxi
吉首市	The city of Jishou
泸溪县	Luxi County
凤凰县	Fenghuang County
花垣县	Huayuan County
保靖县	Baojing County
古丈县	Guzhang County
永顺县	Yongshun County
龙山县	Longshan County
广东	Guangdong
广州	Guangzhou
荔湾区	Liwan District
越秀区	Yuexiu District
海珠区	Haizhuqu District
天河区	Tianhe District
白云区	Baiyun District
黄埔区	Whampoa　 District
番禺区	Panyu District
花都区	Huadu District
南沙区	Nansha District
萝岗区	Luogang District
增城市	The city of Zengcheng
从化市	The city of Conghua
韶关	Shaoguan
武江区	Wujiang District
浈江区	Zhenjiang District
曲江区	Qujiang District
始兴县	Shixing County
仁化县	Renhua county
翁源县	Wengyuan County
乳源瑶族自治县	Ruyuan Yao Autonomous County
新丰县	The new Fengxian County
乐昌市	The city of Lechang
南雄市	The city of Nanxiong
深圳	Shenzhen
罗湖区	Luohu District
福田区	Futian District
宝安区	Baoan District
龙岗区	Longgang District
盐田区	Yantian District
珠海	Zhuhai
香洲区	Xiangzhou District
斗门区	Doumen District
金湾区	The Bay Area
汕头	Shantou
龙湖区	Longhu District
金平区	Jinping District
濠江区	Haojiang District
潮阳区	Chaoyang District
潮南区	Chaonan District
澄海区	Chenghai District
南澳县	Nan'ao County
佛山	Foshan
禅城区	Chancheng District
南海区	Nanhai District
顺德区	Shunde District
三水区	Sanshui District
高明区	Gaoming District
江门	Jiangmen
蓬江区	Pengjiang District
江海区	Jianghai District
新会区	Xinhui District
台山市	The city of Taishan
开平市	The city of Kaiping
鹤山市	The city of Heshan
恩平市	The city of Enping
湛江	Zhanjiang
赤坎区	Chikan District
霞山区	Xiashan District
坡头区	Potou District
麻章区	Mazhang District
遂溪县	Suixi County
徐闻县	Xuwen County
廉江市	The city of Lianjiang
雷州市	The city of Leizhou
吴川市	The city of Wuchuan
茂名	Maoming
茂南区	Maonan District
茂港区	Maogang District
电白县	Dianbai County
高州市	The city of Gaozhou
化州市	The city of Huazhou
信宜市	The city of Xinyi
肇庆	Zhaoqing
端州区	Duanzhou District
鼎湖区	Dinghu District
广宁县	Guangning County
怀集县	Huaiji County
封开县	Fengkai County
德庆县	Deqin County
高要市	Gaoyao City
四会市	Sihui City
惠州	Huizhou
惠城区	Huicheng District
惠阳区	Huiyang District
博罗县	Boluo County
惠东县	Huidong County
龙门县	Longmen County
梅州	Meizhou
梅江区	Meijiang District
梅　县	Meixian
大埔县	Tai Po County
丰顺县	Fengshun County
五华县	Wuhua County
平远县	Pingyuan County
蕉岭县	Jiaoling County
兴宁市	The city of Xingning
汕尾	Shanwei
海丰县	Haifeng County
陆河县	Luhe County
陆丰市	The city of Lufeng
河源	Heyuan
源城区	Yuancheng District
紫金县	Zijin County
龙川县	Longchuan County
连平县	Lianping County
和平县	Peace County
东源县	Dongyuan County
阳江	Yangjiang
江城区	Jiangcheng District
阳西县	Yangxi County
阳东县	Yangdong County
阳春市	Yangchun City
清远	Qingyuan
清城区	Qingcheng District
佛冈县	Fogang County
阳山县	Yangshan County
连山壮族瑶族自治县	Lianshan Zhuang and Yao Autonomous County
连南瑶族自治县	Liannan Yao Autonomous County
清新县	Qingxin County
英德市	The city of Yingde
连州市	The city of Lianzhou
东莞	Dongguan
东莞市	The city of Dongguan
中山	Zhongshan
中山市	The city of Zhongshan
潮州	Chaozhou
湘桥区	Xiangqiao District
潮安县	Chaoan County
饶平县	Raoping County
揭阳	Jieyang
榕城区	Rongcheng District
揭东县	Jiedong County
揭西县	Jiexi County
惠来县	Huilai County
普宁市	The city of Puning
云浮	Yunfu
云城区	Yuncheng district
新兴县	Xinxing County
郁南县	Yunan County
云安县	Cloud county
罗定市	The city of Luoding
广西	Guangxi
南宁	Nanning
兴宁区	Xingning District
青秀区	Qingxiu District
江南区	The Jiangnan area
西乡塘区	XiXiangTang District
良庆区	Liangqing District
邕宁区	Yongning District
武鸣县	Wuming County
隆安县	Longan County
马山县	Mashan County
上林县	Shanglin County
宾阳县	Binyang County
横　县	Hengxian
柳州	Liuzhou
城中区	The area in the city
鱼峰区	Yufeng District
柳南区	Liunan District
柳北区	Liubei District
柳江县	The Liujiang River County
柳城县	Liucheng County
鹿寨县	Luzhai County
融安县	Rongan County
融水苗族自治县	Rongshui Miao Autonomous County
三江侗族自治县	Sanjiang Dong Autonomous County
桂林	Guilin
秀峰区	Xiufeng District
叠彩区	Diecai District
象山区	Xiangshan District
七星区	Qixing District
雁山区	Yanshan District
阳朔县	Yangshuo County
临桂县	Lingui County
灵川县	Lingchuan County
全州县	Quanzhou County
兴安县	Xingan County
永福县	Yongfu County
灌阳县	Guanyang County
龙胜各族自治县	Longsheng Various Nationalities Autonomous County
资源县	Resources of the county
平乐县	Pingle County
荔浦县	Li Riverside County
恭城瑶族自治县	Gongcheng Yao Autonomous County
梧州	Wuzhou
万秀区	Wanxiu District
蝶山区	Dieshan District
长洲区	Changzhou District
苍梧县	Cangwu County
藤　县	Tengxian
蒙山县	Mengshan County
岑溪市	The city of Cenxi
海城区	Haicheng District
银海区	Yinhai District
铁山港区	The port of Tieshan
合浦县	Hepu County
防城港	Port of Fangcheng
港口区	Port area
防城区	Fangcheng District
上思县	Shangsi County
东兴市	The city of Dongxing
钦州	Qinzhou
钦南区	Qinnan District
钦北区	Qinbei District
灵山县	Lingshan County
浦北县	Pubei County
贵港	Guigang
港北区	Gangbei District
港南区	Gangnan District
覃塘区	Qintang District
平南县	Pingnan County
桂平市	The city of Guiping
玉林	Yulin
玉州区	Yuzhou District
容　县	Rongxian County
陆川县	Lu Chuan County
博白县	Bobai County
兴业县	Xingye County
北流市	Beiliu City
百色	Baise
右江区	Youjiang District
田阳县	Tianyang County
田东县	Tiandong County
平果县	Pingguo County
德保县	Debao County
靖西县	Jingxi County
那坡县	Napo County
凌云县	Lingyun County
乐业县	Leye County
田林县	Tianlin County
西林县	Xilin County
隆林各族自治县	Longlin Various Nationalities Autonomous County
贺州	Hezhou
八步区	The eight step zone
昭平县	Zhaoping County
钟山县	Zijin Mountain County
富川瑶族自治县	Fuchuan Yao Autonomous County
河池	Hechi
金城江区	Jinchengjiang District
南丹县	Nandan County
天峨县	Tian'e County
凤山县	Fengshan County
东兰县	Donglan County
罗城仫佬族自治县	Luocheng mulamzuzizhixian
环江毛南族自治县	Huanjiang Maonan Autonomous County
巴马瑶族自治县	Bama Yao Autonomous County
都安瑶族自治县	Du'an Yao Autonomous County
大化瑶族自治县	Dahua Yao Autonomous County
宜州市	The city of Yizhou
来宾	Guest
兴宾区	Xingbin District
忻城县	Xincheng County
象州县	Xiangzhou County
武宣县	Wuxuan County
金秀瑶族自治县	Jinxiu Yao Autonomous County
合山市	Heshan City
崇左	Chongzuo
江洲区	Jiangzhou District
扶绥县	Fusui County
宁明县	Ningming County
龙州县	Longzhou County
大新县	The great Xinxian County
天等县	Tiandeng County
凭祥市	The city of Pingxiang
海南	Hainan
海口	Haikou
秀英区	Xiuying District
龙华区	Longhua District
琼山区	Qiongshan District
美兰区	Meilan District
三亚	Sanya
三沙	Sansha
五指山	Five Fingers Group
琼海	Qionghai
儋州	Danzhou
文昌	Wenchang
万宁	Wanning
定安	Dingan
屯昌	Tunchang
澄迈	Chengmai
临高	Lingao
白沙	Baisha
昌江	Changjiang
乐东	Ledong
陵水	Lingshui
保亭	Baoting
琼中	Qiongzhong
重庆	Chongqing
万州	Wanzhou
涪陵	Fuling
渝中	Yuzhong
大渡口	Dadukou
江北	North of the Changjiang River
沙坪坝	Shapingba
九龙坡	Jiulongpo
南岸	The South Coast
北碚	Beibei
两江新区	Liangjiang New Area
万盛	Wansheng
双桥	Double bridge
渝北	Yubei
巴南	Banan
长寿	Longevity
綦江	Qijiang
潼南	Tongnan
铜梁	Tongliang
大足	Dazu
荣昌	Rongchang
璧山	Bishan
梁平	Liang Ping
城口	Chengkou
丰都	Fengdu
垫江	Dianjiang
武隆	Wulong
忠县	Zhongxian
开县	Kaixian
云阳	Yunyang
奉节	Fengjie
巫山	Wushan
巫溪	Wuxi
黔江	Qianjiang
石柱	Stone
秀山	Xiushan
酉阳	Youyang
彭水	Pengshui
江津	Jiangjin
合川	Hechuan
永川	Yongchuan
南川	Nanchuan
四川	Sichuan
成都	Chengdu
锦江区	Jinjiang District
青羊区	Qingyang District
金牛区	Jinniu District
武侯区	Wuhou District
成华区	Chenghua District
龙泉驿区	Longquanyi District
青白江区	Qingbaijiang District
新都区	Xindu District
温江区	Wenjiang District
金堂县	Jintang County
双流县	Shuangliu County
郫　县	Pixian
大邑县	Dayi County
蒲江县	Pujiang County
新津县	Xinjin County
都江堰市	The city of Dujiangyan
彭州市	The city of Pengzhou
邛崃市	The city of Qionglai
崇州市	The city of Chongzhou
自贡	Zigong
自流井区	Artesian district
贡井区	Gongjing District
大安区	Da An District
沿滩区	Along the beach area
荣　县	Rongxian
富顺县	Fushun County
攀枝花	Panzhihua
东　区	The eastern region
西　区	The West Region
仁和区	Renhe District
米易县	Miyi County
盐边县	Yanbian County
泸州	Luzhou
江阳区	Jiangyang District
纳溪区	Naxi District
龙马潭区	Longmatan District
泸　县	Luxian County
合江县	Hejiang County
叙永县	Xuyong County
古蔺县	Gulin County
德阳	Deyang
旌阳区	Jingyang District
中江县	Zhongjiang County
罗江县	Luojiang County
广汉市	The city of Guanghan
什邡市	The city of Shifang
绵竹市	The city of Mianzhu
绵阳	Mianyang
涪城区	Fucheng District
游仙区	Youxian District
三台县	Three county
盐亭县	Yanting County
安　县	An County
梓潼县	Zitong County
北川羌族自治县	Beichuan Qiang Autonomous County
平武县	Pingwu County
江油市	The city of Jiangyou
广元	Guangyuan
元坝区	Guangyuan District
朝天区	Chaotian District
旺苍县	Wangcang County
青川县	Qingchuan County
剑阁县	Jiange County
苍溪县	Cangxi County
遂宁	Suining
船山区	Ship mountain
安居区	Anju District
蓬溪县	Pengxi County
射洪县	Shehong County
大英县	Daying County
内江	Neijiang
东兴区	Dongxing District
威远县	Weiyuan County
资中县	Zizhong County
隆昌县	Longchang County
乐山	Leshan
沙湾区	Shawan District
五通桥区	Wutongqiao District
金口河区	Jinkouhe District
犍为县	Qianwei County
井研县	Jingyan County
夹江县	Jiajiang County
沐川县	Muchuan County
峨边彝族自治县	Ebian Yi Autonomous County
马边彝族自治县	Mabian Yi Autonomous County
峨眉山市	The city of Mount Emei
南充	Nanchong
顺庆区	Shunqing District
高坪区	Gaoping District
嘉陵区	Jialing District
南部县	South County
营山县	Yingshan County
蓬安县	Pengan County
仪陇县	Yilong County
西充县	Xichong County
阆中市	The city of Langzhong
眉山	Meishan
东坡区	Dongpo District
仁寿县	Renshou County
彭山县	Pengshan County
洪雅县	Hongya County
丹棱县	Danleng County
青神县	Qingshen County
宜宾	Yibin
翠屏区	Cuiping District
宜宾县	Yibin County
南溪县	Nanxi County
江安县	Jiangan County
长宁县	Changning County
高　县	High County
珙　县	Gongxian
筠连县	Junlian County
兴文县	Xingwen County
屏山县	Pingshan County
广安	Guang'an
广安区	Guang'an District
岳池县	Yuechi County
武胜县	Wusheng County
邻水县	Linshui County
华蓥市	Huaying City
达州	Dazhou
通川区	The district
达　县	As County
宣汉县	Xuanhan County
开江县	Kaijiang County
大竹县	Dazhu County
渠　县	Quxian County
万源市	Wanyuan City
雅安	Ya'an
雨城区	Yucheng District
名山县	Mingshan County
荥经县	Yingjing County
汉源县	Hanyuan County
石棉县	Shimian County
天全县	Tianquan County
芦山县	Lushan County
宝兴县	Baoxing County
巴中	Bazhong
巴州区	Bazhou District
通江县	Tongjiang County
南江县	Nanjiang County
平昌县	Pingchang County
资阳	Ziyang
雁江区	Yanjiang District
安岳县	Anyue County
乐至县	Lezhi County
简阳市	The city of Jianyang
阿坝	ABA
汶川县	Wenchuan County
理　县	Li County
茂　县	Maoxian
松潘县	Songpan County
九寨沟县	Jiuzhaigou County
金川县	Jinchuan County
小金县	Xiaojin County
黑水县	Heishui County
马尔康县	Barkam County
壤塘县	Rangtang County
阿坝县	ABA County
若尔盖县	Ruoergai County
红原县	Hongyuan County
甘孜	Ganzi
康定县	Kangding County
泸定县	Luding County
丹巴县	Danba County
九龙县	Jiulong County
雅江县	Yajiang County
道孚县	Daofu County
炉霍县	Luhuo County
甘孜县	Ganzi County
新龙县	Xinlong County
德格县	Dege County
白玉县	Baiyu County
石渠县	Shiqu County
色达县	Seda
理塘县	Litang County
巴塘县	Batang County
乡城县	Xiangcheng County
稻城县	Daocheng County
得荣县	Rongxian
凉山	Liangshan
西昌市	The city of Xichang
木里藏族自治县	Muli Tibetan Autonomous County
盐源县	Yanyuan County
德昌县	Dechang County
会理县	Huili County
会东县	Huidong County
宁南县	Ningnan County
普格县	Puge County
布拖县	Butuo County
金阳县	Jinyang County
昭觉县	Zhaojue County
喜德县	Xide County
冕宁县	Mianning County
越西县	Yuexi County
甘洛县	Ganluo County
美姑县	Meigu County
雷波县	Leibo County
贵州	Guizhou
贵阳	Guiyang
南明区	Nanming District
云岩区	Yunyan District
花溪区	Huaxi District
乌当区	Wudang District
小河区	Xiaohe District
开阳县	Kaiyang County
息烽县	Xifeng County
修文县	Xiuwen County
清镇市	Qingzhen City
六盘水	Liupanshui
钟山区	Zijin Mountain District
六枝特区	Six SAR
水城县	Shuicheng County
盘　县	Panxian
遵义	Zunyi
红花岗区	Honghuagang District
汇川区	Huichuan District
遵义县	Zunyi County
桐梓县	Tongzi County
绥阳县	Suiyang County
正安县	County
道真仡佬族苗族自治县	Miao really Gelao Nationality Autonomous County
务川仡佬族苗族自治县	Wuchuan yilao and Miao Autonomous County
凤冈县	Fenggang County
湄潭县	Meitan County
余庆县	Yu Qingxian
习水县	Xishui County
赤水市	The city of Chishui
仁怀市	The city of Renhuai
西秀区	Xixiu District
平坝县	Pingba County
普定县	Puding County
镇宁布依族苗族自治县	Zhenning Buyi and Miao Autonomous County
关岭布依族苗族自治县	Guanling Buyi and Miao Autonomous County
紫云苗族布依族自治县	Ziyun Buyi and Miao Autonomous County
铜仁	Tongren
铜仁市	The city of Tongren
江口县	Jiangkou County
玉屏侗族自治县	Yuping Dong Autonomous County
石阡县	Shiqian County
思南县	Sinan County
印江土家族苗族自治县	Yinjiang Tujia and Miao Autonomous County
德江县	Dejiang County
沿河土家族自治县	Tujia Autonomous County along the river
松桃苗族自治县	Songtao Miao Autonomous County
万山特区	Wanshan
黔西南	Southwestern Guizhou
兴义市	The city of Xingyi
兴仁县	Xingren County
普安县	Puan County
晴隆县	Qinglong County
贞丰县	Zhenfeng County
望谟县	Wangmo County
册亨县	Ceheng County
安龙县	Anlong county
毕节	Bijie
毕节市	The city of Bijie
大方县	Dafang County
黔西县	Qianxi County
金沙县	Jinsha County
织金县	Zhijin County
纳雍县	Nayong County
威宁彝族回族苗族自治县	Weining Yi Hui and Miao Autonomous County
赫章县	Hezhang County
黔东南	Qiandongnan
凯里市	The city of Kaili
黄平县	Huangping County
施秉县	Shibing County
三穗县	Sansui County
镇远县	Zhenyuan County
岑巩县	Cengong County
天柱县	Tianzhu County
锦屏县	Jinping County
剑河县	Jianhe County
台江县	Taijiang County
黎平县	Liping County
榕江县	Rongjiang County
从江县	Congjiang County
雷山县	In Leishan County
麻江县	Majiang County
丹寨县	Danzhai County
黔南	Qiannan
都匀市	The city of Tuyun
福泉市	Fuquan City
荔波县	Libo County
贵定县	Guiding County
瓮安县	Weng'an county
独山县	Dushan County
平塘县	Pingtang County
罗甸县	Luodian County
长顺县	Changshun County
龙里县	Longli County
惠水县	Huishui County
三都水族自治县	Sandu Shui Autonomous County
云南	Yunnan
昆明	Kunming
五华区	Wuhua District
盘龙区	Panlong District
官渡区	Guandu District
西山区	Xishan District
东川区	Dongchuan District
呈贡县	Chenggong County
晋宁县	Jinning County
富民县	Fumin County
宜良县	Yiliang County
石林彝族自治县	Shilin Yi Autonomous County
嵩明县	Songming County
禄劝彝族苗族自治县	Luquan Yi and Miao Autonomous County
寻甸回族彝族自治县	Hui Yi Autonomous County of Xundian
安宁市	Anning City
曲靖	Qujing
麒麟区	Kylin region
马龙县	Malone County
陆良县	Luliang County
师宗县	Shizong County
罗平县	Luoping County
富源县	Fuyuan County
会泽县	Huize County
沾益县	Zhanyi County
宣威市	Xuanwei City
玉溪	Yuxi
红塔区	Hongta District
江川县	Jiangchuan County
澄江县	Chengjiang County
通海县	Tonghai County
华宁县	Huaning County
易门县	Yimen County
峨山彝族自治县	Eshan Yi Autonomous County
新平彝族傣族自治县	Xinping Yi and Dai Autonomous County
元江哈尼族彝族傣族自治县	Yuanjiang Hani, Yi and Dai Autonomous County
保山	Baoshan
隆阳区	Longyang District
施甸县	Shidian County
腾冲县	Tengchong County
龙陵县	Longling County
昌宁县	Changning County
昭通	Zhaotong
昭阳区	Zhaoyang District
鲁甸县	Ludian County
巧家县	Qiaojia County
盐津县	Yanjin County
大关县	Daguan County
永善县	Yongshan County
绥江县	Suijiang County
镇雄县	Zhenxiong County
彝良县	Yiliang County
威信县	Wilson County
水富县	Shuifu County
丽江	Lijiang
古城区	The ancient city area
玉龙纳西族自治县	Naxi Autonomous County ERON
永胜县	Yongsheng County
华坪县	Huaping County
宁蒗彝族自治县	Ninglang Yi Autonomous County
普洱	Pu'er Tea
思茅区	Simao District
宁洱哈尼族彝族自治县	Ninger Hani Nationality Autonomous County Yi
墨江哈尼族自治县	Mojiang Hani Autonomous County
景东彝族自治县	Jingdong Yi Autonomous County
景谷傣族彝族自治县	Jinggu Dai and Yi Autonomous County
镇沅彝族哈尼族拉祜族自治县	Yi, Hani Lahu Autonomous County of Zhenyuan
江城哈尼族彝族自治县	Jiangcheng Hani and Yi Autonomous County
孟连傣族拉祜族佤族自治县	Menglian Dai wa Lahu Autonomous County
澜沧拉祜族自治县	Lahu Autonomous County of Lancang
西盟佤族自治县	Ximeng Wa Nationality Autonomous County
临沧	Lincang
临翔区	Linxiang District
凤庆县	Fengqing County
云　县	Cloud county
永德县	Yongde County
镇康县	Zhenkang County
双江拉祜族佤族布朗族傣族自治县	Dai Brown Autonomous County Shuangjiang Lahu, VA
耿马傣族佤族自治县	Dai and Wa Autonomous County of Gengma
沧源佤族自治县	Cangyuan Wa Nationality Autonomous County
楚雄	Chuxiong
楚雄市	The city of Chuxiong
双柏县	Shuangbai County
牟定县	Mouding County
南华县	South County
姚安县	Yao Anxian
大姚县	Dayao County
永仁县	Yongren County
元谋县	Yuanmou County
武定县	Wuding County
禄丰县	Lufeng County
红河	The Red River
个旧市	Gejiu City
开远市	Kaiyuan City
蒙自县	Mengzi County
屏边苗族自治县	Pingbian Miao Autonomous County
建水县	Jianshui County
石屏县	Shiping County
弥勒县	Maitreya County
泸西县	Luxi County
元阳县	Yuanyang County
红河县	Honghe County
金平苗族瑶族傣族自治县	Dai Miao Yao Autonomous County of Jin Ping
绿春县	Lvchun County
河口瑶族自治县	Hekou Yao Autonomous County
文山	Wenshan
文山县	Wenshan County
砚山县	Yanshan County
西畴县	Xichou County
麻栗坡县	Malipo County
马关县	Maguan County
丘北县	Qiubei County
广南县	Guangnan County
富宁县	Funing County
西双版纳	Xishuangbanna
景洪市	The city of Jinghong
勐海县	Menghai County
勐腊县	Mengla County
大理	Dali
大理市	The city of Dali
漾濞彝族自治县	Yangbi Yi Autonomous County
祥云县	Auspicious clouds County
宾川县	Binchuan County
弥渡县	Midu County
南涧彝族自治县	Nanjian Yi Autonomous County
巍山彝族回族自治县	Weishan Yi Hui Autonomous County
永平县	Yongping County
云龙县	Yunlong County
洱源县	Eryuan County
剑川县	Jianchuan County
鹤庆县	Heqing County
德宏	Dehong
瑞丽市	Ruili
潞西市	Luxi City
梁河县	Lianghe County
盈江县	Yingjiang County
陇川县	Longchuan County
怒江	Nu River
泸水县	Lushui County
福贡县	Fugong County
贡山独龙族怒族自治县	Gongshan derungzu Nuzu Zizhixian
兰坪白族普米族自治县	Bai Pumi Autonomous County of Lanping
迪庆	Diqing
香格里拉县	Shangri-La County
德钦县	Deqin County
维西傈僳族自治县	Weixi Lisu Autonomous County
西藏	Tibet
拉萨	Lhasa
城关区	Chengguan District
林周县	Nzhub County
当雄县	Damxung County
尼木县	Nyemo County
曲水县	Qushui County
堆龙德庆县	N county
达孜县	Dazi County
墨竹工卡县	Maizhokunggar County
昌都	Changdu
昌都县	Changdu County
江达县	Jomda County
贡觉县	Gonjo County
类乌齐县	Riwoqe County
丁青县	N county
察雅县	Chaya County
八宿县	Eight County
左贡县	Zogang County
芒康县	Mangkam County
洛隆县	Lhorong County
边坝县	Banbar County
山南	Shannan
乃东县	Naidong County
扎囊县	Chanang County
贡嘎县	Gongga County
桑日县	SANGRI County
琼结县	Qonggyai County
曲松县	Qusum County
措美县	Comai County
洛扎县	LHOZHAG County
加查县	GYACA County
隆子县	Longzi County
错那县	ConA County
浪卡子县	The Nagarze County
日喀则	Shigatse
日喀则市	The city of Shigatse
南木林县	Nanmulin County
江孜县	Jiangzi County
定日县	Tingri County
萨迦县	Sakya County
拉孜县	Lazi County
昂仁县	Ngamring County
谢通门县	Xietongmen County
白朗县	Bainang County
仁布县	Renbu County
康马县	The Kangmar County
定结县	In Dingjie County
仲巴县	Zhongba County
亚东县	Ya Dong County
吉隆县	Gyirong County
聂拉木县	Nielamu County
萨嘎县	The saga County
岗巴县	Gangba County
那曲	Nagqu
那曲县	Nagqu County
嘉黎县	Lhari County
比如县	Such as the county
聂荣县	Nyainrong County
安多县	Amdo County
申扎县	Xainza County
索　县	Cable County
班戈县	Bangor County
巴青县	N county
尼玛县	Fuck County
阿里	Ali
普兰县	Burang County
札达县	Zanda County
噶尔县	Gar County
日土县	Rutog County
革吉县	Gyai County
改则县	Gaize County
措勤县	Cuoqin County
林芝	Linzhi
林芝县	Linzhi County
工布江达县	Gongbo'gyamda County
米林县	Milin County
墨脱县	Medog County
波密县	Bomi County
察隅县	Chayu County
朗　县	Lang County
陕西	Shaanxi
西安	Xi'an
碑林区	Beilin District
莲湖区	Lianhu District
灞桥区	Baqiao District
未央区	Weiyang District
雁塔区	Yanta District
阎良区	Yan Liangqu
临潼区	Lintong District
蓝田县	Lantian County
周至县	Zhouzhi County
户　县	Huxian
高陵县	Gaoling County
铜川	Tongchuan
王益区	Wang Yiqu
印台区	Yintai District
耀州区	Yaozhou District
宜君县	Yijun County
宝鸡	Baoji
渭滨区	Weibin District
金台区	Jintai District
陈仓区	Chencang District
凤翔县	Fengxiang County
岐山县	Qishan County
扶风县	Fufeng County
眉　县	Mei County
陇　县	Longxian
千阳县	Qianyang County
麟游县	Linyou County
凤　县	Feng County
太白县	Taibai County
咸阳	Xianyang
秦都区	Qindu District
杨凌区	Yangling District
渭城区	Weicheng District
三原县	Sanyuan County
泾阳县	Jingyang County
乾　县	Qianxian County
礼泉县	Liquan County
永寿县	Yongshou County
彬　县	Binxian County
长武县	Changwu County
旬邑县	Xunyi County
淳化县	Chunhua County
武功县	Wugong County
兴平市	The city of Xingping
渭南	Weinan
临渭区	Linwei District
华　县	Hua county
潼关县	Tongguan County
大荔县	Dali County
合阳县	Heyang County
澄城县	Chengcheng County
蒲城县	Pucheng County
白水县	Baishui County
富平县	Fuping County
韩城市	The city of Hancheng
华阴市	The city of Huayin
延安	Yanan
宝塔区	Baota District
延长县	Extension of the county
延川县	Yanchuan County
子长县	Zichang County
安塞县	Ansai County
志丹县	Zhidan County
吴起县	Wuqi County
甘泉县	Ganquan County
富　县	Fu County
洛川县	Luochuan County
宜川县	Yichuan County
黄龙县	Huanglong County
黄陵县	Huangling County
汉中	Hanzhoung
汉台区	Hantai District
南郑县	Nanzheng County
城固县	Chenggu County
洋　县	Yangxian County
西乡县	Xixiang County
勉　县	Mianxian
宁强县	Ningqiang County
略阳县	Lve Yangxian
镇巴县	Zhenba County
留坝县	Liuba County
佛坪县	Foping County
榆林	Yulin
榆阳区	Yuyang District
神木县	Shenmu county
府谷县	Fugu County
横山县	Hengshan County
靖边县	Jingbian County
定边县	Dingbian County
绥德县	Suide County
米脂县	Mizhi County
佳　县	Jia County
吴堡县	Wubao County
清涧县	Qingjian County
子洲县	Zizhou County
安康	Ankang
汉滨区	Hanbin District
汉阴县	Hanyin County
石泉县	Shiquan County
宁陕县	Ningshan County
紫阳县	Ziyang County
岚皋县	Langao County
平利县	Pingli County
镇坪县	Zhenping county
旬阳县	Xunyang County
白河县	Baihe County
商洛	Shangluo
商州区	Shangzhou District
洛南县	Luonan County
丹凤县	Danfeng County
商南县	Shangnan County
山阳县	Shanyang County
镇安县	Zhen'an County
柞水县	Zhashui County
甘肃	Gansu
兰州市	The city of Lanzhou
七里河区	Qilihe District
西固区	Xigu District
安宁区	Anning District
红古区	Honggu District
永登县	Yongdeng County
皋兰县	Gaolan County
榆中县	Yuzhong County
嘉峪关	Jiayuguan
嘉峪关市	Jiayuguan City
金昌	Jinchang
金川区	Jinchuan District
永昌县	Yongchang County
白银	Silver
白银区	Silver district
平川区	Pingchuan District
靖远县	Jingyuan County
会宁县	Huining County
景泰县	Jingtai County
天水	Tianshui
秦州区	Qinzhou District
麦积区	Maiji District
清水县	County Water
秦安县	Qinan County
甘谷县	Gangu County
武山县	Wushan County
张家川回族自治县	Zhangjiachuan Hui Autonomous County
武威	Wuwei
凉州区	Liangzhou District
民勤县	Minqin County
古浪县	Gulang County
天祝藏族自治县	Tianzhu Tibetan Autonomous County
